App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,sentiment_score
A Word A Day,FAMILY,3.7,2398,2.9M,500000,Free,0.0,Everyone,Education,"January 5, 2017",5.8,4.0 and up,0.2772727272727273
Akinator,FAMILY,4.3,1805398,55M,50000000,Free,0.0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up,-0.014898889669320386
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74M,5000000,Free,0.0,Teen,Simulation,"April 22, 2018",8.6,4.0 and up,0.17529423701298702
Agar.io,GAME,4.2,3815614,32M,100000000,Free,0.0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,-0.06060223338072603
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15M,1000000,Free,0.0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up,0.13955635548026854
A+ Mobile,FINANCE,3.9,730,6.3M,10000,Free,0.0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up,0.3295922619047619
Angry Birds Classic,GAME,4.4,5565856,97M,100000000,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,-0.007537394764251817
Build a Bridge!,FAMILY,4.6,263454,74M,10000000,Free,0.0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up,0.08835631019497298
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14M,500000,Free,0.0,Everyone,Puzzle,"June 16, 2017",4.1.1,4.1 and up,0.06963023338544172
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7M,10000,Free,0.0,Everyone,Education,"April 19, 2018",2.0.7,4.1 and up,0.5007922824302135
Azar,COMMUNICATION,4.2,1092337,Varies with device,50000000,Free,0.0,Mature 17+,Communication,"July 24, 2018",Varies with device,Varies with device,0.06840380917580306
4 in a Row,GAME,3.8,4257,Varies with device,500000,Free,0.0,Everyone,Board,"May 13, 2018",Varies with device,Varies with device,0.28114351851851854
Bubble Shooter,GAME,4.5,43576,50M,5000000,Free,0.0,Everyone,Arcade,"September 13, 2017",4.4,2.3 and up,0.2536763602776534
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3014548,Varies with device,100000000,Free,0.0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.15506166298122318
Google Translate,TOOLS,4.4,5741684,Varies with device,500000000,Free,0.0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,0.21416666666666667
Asphalt 8: Airborne,GAME,4.5,8389714,92M,100000000,Free,0.0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up,0.004450410725820949
Basketball Stars,SPORTS,4.4,867920,45M,10000000,Free,0.0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up,0.01390511268562699
Colorfy: Coloring Book for Adults - Free,FAMILY,4.5,787107,Varies with device,10000000,Free,0.0,Everyone,Entertainment,"June 20, 2018",Varies with device,Varies with device,0.046784878791172435
Amazon Shopping,SHOPPING,4.3,908525,42M,100000000,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.1820225865037373
Fake Call - Fake Caller ID,PRODUCTIVITY,4.3,154668,Varies with device,10000000,Free,0.0,Everyone,Productivity,"August 2, 2018",Varies with device,Varies with device,0.2977941730740238
Four In A Line Free,GAME,4.3,133195,11M,5000000,Free,0.0,Everyone,Board,"June 11, 2018",1.58,4.1 and up,0.20236801881246325
Flow Free,FAMILY,4.3,1295293,11M,100000000,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,0.07076862709337589
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24M,10000000,Free,0.0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up,0.11960119548661215
Alto's Adventure,GAME,4.6,515240,63M,10000000,Free,0.0,Everyone,Action,"June 5, 2018",1.7.1,4.0 and up,0.039826941828291454
Fortune City - A Finance App,FINANCE,4.6,49275,91M,500000,Free,0.0,Everyone,Finance,"July 17, 2018",2.0.3.1,4.4 and up,0.2669661834114959
Draw A Stickman,GAME,3.4,29265,17M,1000000,Free,0.0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up,-0.15000000000000002
Be A Legend: Soccer,SPORTS,3.8,85763,21M,1000000,Free,0.0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up,-0.09925060033337468
Bible,BOOKS_AND_REFERENCE,4.7,2440695,Varies with device,100000000,Free,0.0,Teen,Books & Reference,"August 2, 2018",Varies with device,Varies with device,0.36349543739121704
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81M,5000000,Free,0.0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up,0.18089609339033008
Facebook,SOCIAL,4.1,78128208,Varies with device,1000000000,Free,0.0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,-0.007002902024896396
Four In A Line,GAME,3.8,22191,3.0M,1000000,Free,0.0,Everyone,Board,"May 4, 2015",1.10,2.3 and up,0.2748487572309294
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5276983,Varies with device,100000000,Free,0.0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.08178212791982326
8 Ball Pool,SPORTS,4.5,14184910,52M,100000000,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,0.0012520071606733987
Hay Day,FAMILY,4.5,10053186,94M,100000000,Free,0.0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,0.019572348739842267
Diary with lock,LIFESTYLE,4.6,815280,4.4M,10000000,Free,0.0,Everyone,Lifestyle,"June 30, 2018",4.90,4.1 and up,0.2837633405132804
Clash of Clans,FAMILY,4.6,44881447,98M,100000000,Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,0.03675568156290559
Clash Royale,FAMILY,4.6,23125280,97M,100000000,Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,0.06915710869708803
C Programming,FAMILY,4.3,22248,1.8M,1000000,Free,0.0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,0.27680006699649556
Candy Crush Saga,FAMILY,4.4,22419455,74M,500000000,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.03106786541005291
Hill Climb Racing,GAME,4.4,8921451,63M,100000000,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.09099915000988384
Fruit Ninja®,GAME,4.3,5091448,41M,100000000,Free,0.0,Everyone,Arcade,"July 12, 2018",2.6.7.487220,4.1 and up,0.15479454685099844
"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7M,50000000,Free,0.0,Everyone,Video Players & Editors,"July 30, 2018",1.7.1.3,5.0 and up,0.2241869168905807
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,Varies with device,500000000,Free,0.0,Everyone,Communication,"July 31, 2018",37.1.206017801.DR37_RC14,4.4 and up,0.2856898148148148
Crossy Road,GAME,4.5,4229977,60M,100000000,Free,0.0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,0.21585128145848675
Dropbox,PRODUCTIVITY,4.4,1860844,61M,500000000,Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.23633052505790994
Dream League Soccer 2018,SPORTS,4.6,9873470,74M,100000000,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,-0.0005180776014109637
Bad Piggies,FAMILY,4.3,1168959,66M,50000000,Free,0.0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up,0.00794065964884577
Firefox Browser fast & private,COMMUNICATION,4.4,3075096,Varies with device,100000000,Free,0.0,Everyone,Communication,"July 10, 2018",Varies with device,Varies with device,0.1101420189894565
E*TRADE Mobile,FINANCE,3.9,10657,58M,1000000,Free,0.0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up,0.15327341401364838
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814151,Varies with device,100000000,Free,0.0,Teen,Books & Reference,"July 27, 2018",Varies with device,Varies with device,0.06519186713433872
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488289,Varies with device,100000000,Free,0.0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.08409023930833827
Ebook Reader,BOOKS_AND_REFERENCE,4.1,85842,37M,5000000,Free,0.0,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up,0.34253248776686274
Gmail,COMMUNICATION,4.3,4604324,Varies with device,1000000000,Free,0.0,Everyone,Communication,"August 2, 2018",Varies with device,Varies with device,0.07138310185185184
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5911055,Varies with device,100000000,Free,0.0,Teen,Shopping,"August 1, 2018",Varies with device,Varies with device,0.0383805455347122
Flipkart Online Shopping App,SHOPPING,4.4,6003590,Varies with device,100000000,Free,0.0,Teen,Shopping,"August 2, 2018",Varies with device,Varies with device,0.2915263605442177
Facebook Lite,SOCIAL,4.3,8595964,Varies with device,500000000,Free,0.0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,-0.0009910877556351747
Dumb Ways to Die 2: The Games,FAMILY,4.2,1671658,Varies with device,50000000,Free,0.0,Teen,Casual,"July 12, 2018",Varies with device,Varies with device,0.027208249239499237
Google+,SOCIAL,4.2,4828372,Varies with device,1000000000,Free,0.0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,0.3680555555555556
Gboard - the Google Keyboard,TOOLS,4.2,1855262,Varies with device,500000000,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.0645865156103643
Granny,GAME,4.5,1128805,59M,50000000,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.06462316388125874
Google,TOOLS,4.4,8021623,Varies with device,1000000000,Free,0.0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,0.2603594687476266
Hangouts,COMMUNICATION,4.0,3419464,Varies with device,1000000000,Free,0.0,Everyone,Communication,"July 21, 2018",Varies with device,Varies with device,0.2515033286340852
G Cloud Backup,PRODUCTIVITY,4.6,267042,Varies with device,5000000,Free,0.0,Everyone,Productivity,"April 29, 2018",Varies with device,Varies with device,0.28419198139025725
Helix Jump,GAME,4.2,1485806,33M,100000000,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.09966548025873485
H&M,LIFESTYLE,3.7,41917,14M,10000000,Free,0.0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up,0.024472956452123117
H TV,FAMILY,4.3,103064,5.6M,5000000,Free,0.0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,0.30211538461538456
Anger of stick 5 : zombie,GAME,4.5,547644,23M,50000000,Free,0.0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.11944444444444442
Cut the Rope FULL FREE,FAMILY,4.4,2122705,49M,100000000,Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,0.013067753887269181
Diabetes:M,MEDICAL,4.6,15537,Varies with device,100000,Free,0.0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device,0.3179679035352112
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175523,Varies with device,10000000,Free,0.0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,0.3016666666666667
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591610,Varies with device,100000000,Free,0.0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,0.3074404215313306
Angry Birds 2,FAMILY,4.6,3881752,57M,100000000,Free,0.0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,0.002282199760648032
Angry Birds Rio,GAME,4.4,2610328,46M,100000000,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,-0.03892425227990705
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23291,14M,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.09841655071119357
"AD - Nieuws, Sport, Regio & Entertainment",NEWS_AND_MAGAZINES,3.7,10369,Varies with device,1000000,Free,0.0,Everyone,News & Magazines,"July 28, 2018",Varies with device,Varies with device,0.16182364314883113
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2265084,6.1M,50000000,Free,0.0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up,0.012500000000000011
Google Ads,BUSINESS,4.3,29331,20M,5000000,Free,0.0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,0.1399653371320038
Flipp - Weekly Shopping,SHOPPING,4.6,85782,Varies with device,10000000,Free,0.0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,0.3236720779220779
A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19M,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.35388257575757576
All Football - Latest News & Videos,SPORTS,4.6,152653,17M,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.43206329477813854
AppLock,TOOLS,4.4,4931562,Varies with device,100000000,Free,0.0,Everyone,Tools,"June 11, 2018",Varies with device,Varies with device,0.01623334998334999
Amazon for Tablets,SHOPPING,4.0,141584,22M,10000000,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.10113604797979799
Final Fantasy XV: A New Empire,FAMILY,4.0,484858,Varies with device,10000000,Free,0.0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up,-0.02352727918046366
Diary with lock password,LIFESTYLE,4.3,179139,9.7M,5000000,Free,0.0,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up,0.29226684227776883
Google Photos,PHOTOGRAPHY,4.5,10847682,Varies with device,1000000000,Free,0.0,Everyone,Photography,"August 1, 2018",Varies with device,Varies with device,0.14750958573897788
365Scores - Live Scores,SPORTS,4.6,666246,25M,10000000,Free,0.0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,0.4383116883116883
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54M,10000000,Free,0.0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,0.02231256768848391
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616,4.6M,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.19511591482077592
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2052407,Varies with device,50000000,Free,0.0,Everyone,Weather,"August 2, 2018",Varies with device,Varies with device,0.2007233097577336
Google Voice,COMMUNICATION,4.2,171052,Varies with device,10000000,Free,0.0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device,0.15247928503787878
Choices: Stories You Play,FAMILY,4.6,807155,93M,10000000,Free,0.0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,0.033678402338611614
Google Pay,FINANCE,4.2,348132,Varies with device,100000000,Free,0.0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device,0.11568748609957402
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57556,Varies with device,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.32890805836770404
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91M,10000000,Free,0.0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up,0.08085916643028913
DEER HUNTER 2018,GAME,4.3,955614,82M,10000000,Free,0.0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up,-0.38333333333333336
British Airways,TRAVEL_AND_LOCAL,4.2,25726,51M,1000000,Free,0.0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.20510616367759224
American Airlines,TRAVEL_AND_LOCAL,3.7,16973,Varies with device,5000000,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,-0.07563614410998132
Anthem BC Anywhere,MEDICAL,2.6,496,24M,100000,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.12323348694316436
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53M,100000000,Free,0.0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3
Bowmasters,GAME,4.7,1535581,Varies with device,50000000,Free,0.0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,0.06141544934739928
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390099,Varies with device,100000000,Free,0.0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,0.35387590187590184
Blur Image Background,PHOTOGRAPHY,3.9,129268,11M,10000000,Free,0.0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.372717803030303
BBM - Free Calls & Messages,COMMUNICATION,4.3,12843436,Varies with device,100000000,Free,0.0,Everyone,Communication,"August 2, 2018",Varies with device,4.0.3 and up,0.1544232523738662
BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51543,Varies with device,1000000,Free,0.0,Everyone,Food & Drink,"August 1, 2018",Varies with device,Varies with device,0.4087426900584795
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781467,Varies with device,100000000,Free,0.0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.1284891774891775
HBO GO: Stream with TV Package,FAMILY,3.8,87734,32M,10000000,Free,0.0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,-0.05565271172019292
Blood Pressure,MEDICAL,4.2,33033,7.4M,5000000,Free,0.0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up,0.44494301994301994
Blood Pressure Log - MyDiary,MEDICAL,4.7,8347,2.6M,500000,Free,0.0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.3250549115005365
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4M,1000000,Free,0.0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.08768325424575425
High Blood Pressure Symptoms,MEDICAL,4.3,46,2.0M,10000,Free,0.0,Everyone,Medical,"April 5, 2017",1.0.2,4.0.3 and up,0.4195335960960961
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14M,1000000,Paid,2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.1794183710515556
Beautiful Widgets Free,PERSONALIZATION,3.9,25035,14M,1000000,Free,0.0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.013460700757575758
HD Widgets,PERSONALIZATION,4.3,58614,26M,1000000,Paid,0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.18181783519859557
Color by Number – New Coloring Book,GAME,4.7,142308,24M,5000000,Free,0.0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up,0.16885633604383604
BZWBK24 mobile,FINANCE,4.5,64983,39M,1000000,Free,0.0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up,0.3268825522303783
Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838738,Varies with device,50000000,Free,0.0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,0.09701201393635604
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47777,19M,5000000,Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.42191239316239315
Chrome Beta,PRODUCTIVITY,4.4,228755,Varies with device,10000000,Free,0.0,Everyone,Productivity,"July 19, 2018",68.0.3440.70,Varies with device,0.23162517246398825
Chrome Dev,COMMUNICATION,4.4,63576,Varies with device,5000000,Free,0.0,Everyone,Communication,"August 2, 2018",69.0.3497.24,Varies with device,0.333793360519551
Credit Karma,FINANCE,4.7,706618,Varies with device,10000000,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.2700516800659658
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847,17M,100000000,Free,0.0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.2824789562289562
CM Locker - Security Lockscreen,TOOLS,4.6,3090680,Varies with device,100000000,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.24005452304247984
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166363,1.8M,5000000,Free,0.0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.55625
DisneyNOW – TV Shows & Games,FAMILY,4.3,82499,Varies with device,5000000,Free,0.0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up,0.2039919593979968
Brit + Co,LIFESTYLE,3.9,987,4.5M,10000,Free,0.0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up,0.12312466179653679
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4571,3.9M,500000,Free,0.0,Everyone,Business,"July 8, 2018",3.3,4.1 and up,0.3937034821903243
CW Seed,FAMILY,4.5,16391,13M,500000,Free,0.0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,0.3055693342151675
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418165,Varies with device,100000000,Free,0.0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.419417735042735
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22M,10000000,Free,0.0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,0.19428104575163396
COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59M,10000000,Free,0.0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,0.21892208651137224
DRAGON BALL LEGENDS,GAME,4.6,338742,48M,5000000,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.09954933977683122
DC Comics,COMICS,4.2,25673,Varies with device,1000000,Free,0.0,Teen,Comics,"June 5, 2018",Varies with device,Varies with device,0.4924897443826015
DC Super Hero Girls™,FAMILY,4.3,43090,95M,5000000,Free,0.0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.33400902406417116
Babbel – Learn Languages,FAMILY,4.3,267787,21M,10000000,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.3916361531986532
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483782,20M,10000000,Free,0.0,Everyone,Communication,"July 29, 2018",1.286,4.1 and up,0.3907407407407408
Google PDF Viewer,PRODUCTIVITY,4.2,226453,Varies with device,10000000,Free,0.0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.10041042117604618
Dungeon Hunter Champions: Epic Online Action RPG,FAMILY,4.2,26307,Varies with device,1000000,Free,0.0,Teen,Role Playing,"July 26, 2018",1.1.40,4.0.3 and up,-0.03425580784955785
Duolingo: Learn Languages Free,FAMILY,4.7,6297590,Varies with device,100000000,Free,0.0,Everyone,Education;Education,"August 6, 2018",Varies with device,Varies with device,0.2004077380952381
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412888,35M,10000000,Free,0.0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,0.22960420173961843
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,Varies with device,10000000,Free,0.0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.2160376372797109
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,100000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.10001687003472719
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,50000000,Free,0.0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,0.16820226070226071
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,100000000,Free,0.0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device,0.27565456465959975
Apex Launcher,PERSONALIZATION,4.3,266434,Varies with device,10000000,Free,0.0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,0.10613274861712362
Dude Perfect 2,GAME,4.5,401648,70M,10000000,Free,0.0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up,0.1169023559743807
Dairy Queen,FOOD_AND_DRINK,3.6,742,43M,100000,Free,0.0,Everyone,Food & Drink,"July 25, 2018",2.1.0,4.1 and up,0.18940972222222222
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68270,66M,1000000,Free,0.0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up,0.19655992978082382
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9.5M,50000,Paid,3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.180236682925485
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15M,100000000,Free,0.0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,0.27852109695859695
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133539,4.7M,10000000,Free,0.0,Everyone,Communication,"April 1, 2016",6.4.0.4,4.0 and up,0.17726609823708037
Equestria Girls,FAMILY,4.3,392819,53M,10000000,Free,0.0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.04380837742165867
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91035,Varies with device,5000000,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411736
Dictionary - Merriam-Webster,BOOKS_AND_REFERENCE,4.5,454412,Varies with device,10000000,Free,0.0,Everyone,Books & Reference,"May 18, 2018",Varies with device,Varies with device,0.2387310606060606
Edmodo,FAMILY,4.1,200214,18M,10000000,Free,0.0,Everyone,Education,"August 6, 2018",9.12.6,4.0.3 and up,0.40415553494124923
Frozen Free Fall,FAMILY,4.3,1574546,37M,50000000,Free,0.0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.06010569985569985
Episode - Choose Your Story,FAMILY,4.3,1842381,Varies with device,50000000,Free,0.0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device,0.08027377437170964
CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24666,Varies with device,1000000,Free,0.0,Everyone,Finance,"July 13, 2018",Varies with device,Varies with device,0.24770376373317549
Google Earth,TRAVEL_AND_LOCAL,4.3,2339098,Varies with device,100000000,Free,0.0,Everyone,Travel & Local,"June 18, 2018",9.2.17.13,4.1 and up,0.09490205492085191
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1371082,Varies with device,50000000,Free,0.0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.285940735479798
Google News,NEWS_AND_MAGAZINES,3.9,878065,13M,1000000000,Free,0.0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.09391674022626403
Amino: Communities and Chats,SOCIAL,4.8,1264084,62M,10000000,Free,0.0,Teen,Social,"August 7, 2018",1.8.19179,4.0.3 and up,0.04758960435151365
A+ Gallery - Photos & Videos,PHOTOGRAPHY,4.5,223941,Varies with device,10000000,Free,0.0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.2088149162103866
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,432160,15M,10000000,Free,0.0,Everyone,Health & Fitness,"June 28, 2018",Varies with device,Varies with device,0.3383518564768565
Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43847,Varies with device,1000000,Free,0.0,Everyone,House & Home,"July 6, 2018",Varies with device,Varies with device,0.20145736208236206
Food Network,FAMILY,4.1,7823,Varies with device,500000,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.028354857681442188
